group_key,epochs,reward_mean,reward_std,macro_bucket_acc_mean,macro_bucket_acc_std,weighted_bucket_acc_mean,weighted_bucket_acc_std,alignment_l1_mean,alignment_l1_std,min_alpha_bucket_acc_mean,strict_min_alpha_bucket_acc_mean,target_in_topk_rate_mean,alpha_gap_mean,best_reward,best_reward_epoch,best_macro_bucket_acc,best_macro_bucket_acc_epoch,best_alignment_l1,best_alignment_epoch,final_epoch,final_reward,final_macro_bucket_acc,final_weighted_bucket_acc,final_alignment_l1,final_min_alpha_bucket_acc,final_strict_min_alpha_bucket_acc,final_target_in_topk_rate,final_alpha_gap_mean,final_top_true_bucket,final_top_pred_bucket,final_top_acc_bucket,mode_top_true_bucket,mode_top_pred_bucket,mode_top_acc_bucket,top_acc_bucket_mean,top_true_bucket_mean,top_pred_bucket_mean,top_acc_bucket_mean_value,top_true_bucket_mean_value,top_pred_bucket_mean_value,macro_bucket_acc_over_buckets,true_rate_l1_gap_over_buckets
train_alpha_h200.pbs.o168218529,94,-17.05226559139785,0.1439858703451795,0.08975650048875855,0.00023619006132295867,0.20963385935483872,0.011957048797652118,0.9920021505376345,0.03268581941873437,0.2314774193548387,0.20963118279569892,0.9161999999999999,1.1818376344086021,-16.9842,93,0.09014545454545454,12,0.974,56,94,,,,,,,,,,,,0,0,0,0,0,0,0.2607032258064516,0.7234,0.2647043010752688,0.08975650048875855,0.9920021505376344
