group_key,epoch,reward_mean,macro_bucket_acc,weighted_bucket_acc,alignment_l1,min_alpha_bucket_acc,strict_min_alpha_bucket_acc,target_in_topk_rate,alpha_gap_mean,top_true_bucket,top_pred_bucket,top_acc_bucket
train_alpha_h200.pbs.o168218529,14,-17.0529,0.09,0.20831096000000002,0.9992000000000001,0.2306,0.2083,0.9162,1.226,0,0,0
train_alpha_h200.pbs.o168218529,15,-17.0556,0.0899,0.20855150999999997,0.9988,0.2308,0.2085,0.9162,1.2257,0,0,0
train_alpha_h200.pbs.o168218529,16,-17.0475,0.0899,0.20887571,0.9977,0.2311,0.2089,0.9162,1.2193,0,0,0
train_alpha_h200.pbs.o168218529,17,-17.0416,0.0898,0.208454,0.9981,0.2306,0.2085,0.9162,1.2184,0,0,0
train_alpha_h200.pbs.o168218529,18,-17.0351,0.08980909090909091,0.2094455,0.9955,0.2315,0.2095,0.9162,1.2138,0,0,0
train_alpha_h200.pbs.o168218529,19,-17.0393,0.08990909090909091,0.20944708000000004,0.9937,0.2318,0.2094,0.9162,1.215,0,0,0
train_alpha_h200.pbs.o168218529,20,-17.0317,0.08980909090909091,0.21021557999999999,0.9932,0.2327,0.2102,0.9162,1.2102,0,0,0
train_alpha_h200.pbs.o168218529,21,-17.0422,0.08982727272727273,0.21187976000000003,0.9887,0.2345,0.2119,0.9162,1.2083,0,0,0
train_alpha_h200.pbs.o168218529,22,-17.0383,0.08986363636363635,0.21099332,0.9916,0.2336,0.211,0.9162,1.2108,0,0,0
train_alpha_h200.pbs.o168218529,23,-17.037,0.08973636363636363,0.21114821000000003,0.9924000000000001,0.2338,0.2111,0.9162,1.2086,0,0,0
train_alpha_h200.pbs.o168218529,24,-17.0478,0.08975454545454545,0.21101437999999997,0.9926,0.2339,0.211,0.9162,1.2118,0,0,0
train_alpha_h200.pbs.o168218529,25,-17.0427,0.08981818181818181,0.21068404999999998,0.9929,0.2334,0.2106,0.9162,1.2107,0,0,0
train_alpha_h200.pbs.o168218529,26,-17.0419,0.08964545454545454,0.21047467,0.9929000000000001,0.2333,0.2105,0.9162,1.209,0,0,0
train_alpha_h200.pbs.o168218529,27,-17.0327,0.08966363636363638,0.21140623000000003,0.9903,0.2343,0.2114,0.9162,1.2029,0,0,0
train_alpha_h200.pbs.o168218529,28,-17.0334,0.08978181818181818,0.21080134000000003,0.9935,0.2336,0.2108,0.9162,1.2018,0,0,0
train_alpha_h200.pbs.o168218529,29,-17.0297,0.08974545454545454,0.21093272999999998,0.9921000000000001,0.2336,0.211,0.9162,1.1987,0,0,0
train_alpha_h200.pbs.o168218529,30,-17.0424,0.08967272727272727,0.21217665,0.9882,0.235,0.2122,0.9162,1.2009,0,0,0
train_alpha_h200.pbs.o168218529,31,-17.0345,0.08981818181818181,0.21249053,0.9872000000000001,0.2352,0.2125,0.9162,1.1952,0,0,0
train_alpha_h200.pbs.o168218529,32,-17.0388,0.0897,0.21377525,0.9844,0.2366,0.2138,0.9162,1.1929,0,0,0
train_alpha_h200.pbs.o168218529,33,-17.0254,0.0897,0.21455466000000004,0.9815,0.2373,0.2145,0.9162,1.183,0,0,0
train_alpha_h200.pbs.o168218529,34,-17.0255,0.08982727272727273,0.2134229,0.9845,0.2359,0.2134,0.9162,1.184,0,0,0
train_alpha_h200.pbs.o168218529,35,-17.0379,0.08991818181818181,0.21290496,0.9858,0.2355,0.2129,0.9162,1.1883,0,0,0
train_alpha_h200.pbs.o168218529,36,-17.0359,0.08984545454545455,0.21423087000000002,0.9830000000000001,0.2368,0.2143,0.9162,1.1825,0,0,0
train_alpha_h200.pbs.o168218529,37,-17.0476,0.08981818181818181,0.21359746000000002,0.9851,0.2363,0.2136,0.9162,1.1876,0,0,0
train_alpha_h200.pbs.o168218529,38,-17.0401,0.09000909090909091,0.21331049,0.9851,0.2359,0.2133,0.9162,1.1838,0,0,0
train_alpha_h200.pbs.o168218529,39,-17.044,0.08979090909090909,0.21264458,0.9864,0.2351,0.2126,0.9162,1.1866,0,0,0
train_alpha_h200.pbs.o168218529,40,-17.0369,0.08975454545454545,0.21378382,0.9846,0.2363,0.2137,0.9162,1.1804,0,0,0
train_alpha_h200.pbs.o168218529,41,-17.0391,0.08990909090909091,0.21467334,0.9822000000000001,0.2372,0.2147,0.9162,1.1779,0,0,0
train_alpha_h200.pbs.o168218529,42,-17.0403,0.08977272727272728,0.21338792000000004,0.9838000000000001,0.2358,0.2134,0.9162,1.1796,0,0,0
train_alpha_h200.pbs.o168218529,43,-17.031,0.08956363636363637,0.21363456000000003,0.9824,0.236,0.2137,0.9162,1.1736,0,0,0
train_alpha_h200.pbs.o168218529,44,-17.0249,0.08980909090909091,0.21359923,0.9828,0.2359,0.2136,0.9162,1.1691,0,0,0
train_alpha_h200.pbs.o168218529,45,-17.019,0.08987272727272727,0.21360309000000005,0.9825,0.2357,0.2136,0.9162,1.1647,0,0,0
train_alpha_h200.pbs.o168218529,46,-17.0097,0.08958181818181819,0.21318956000000003,0.9813000000000001,0.2354,0.2132,0.9162,1.1623,0,0,0
train_alpha_h200.pbs.o168218529,47,-17.0084,0.08975454545454545,0.21452331000000002,0.9776,0.2368,0.2145,0.9162,1.1561,0,0,0
train_alpha_h200.pbs.o168218529,48,-17.0051,0.08955454545454546,0.21359009000000004,0.9788,0.2358,0.2136,0.9162,1.1557,0,0,0
train_alpha_h200.pbs.o168218529,49,-16.9997,0.08956363636363636,0.21376303,0.9784,0.2359,0.2138,0.9162,1.151,0,0,0
train_alpha_h200.pbs.o168218529,50,-17.0033,0.08946363636363636,0.21475643,0.9769,0.237,0.2147,0.9162,1.1497,0,0,0
train_alpha_h200.pbs.o168218529,51,-17.0056,0.0897,0.2137774,0.9782000000000001,0.2358,0.2138,0.9162,1.1495,0,0,0
train_alpha_h200.pbs.o168218529,52,-17.0091,0.08952727272727273,0.21373244,0.979,0.2357,0.2137,0.9162,1.1509,0,0,0
train_alpha_h200.pbs.o168218529,53,-17.0056,0.0895909090909091,0.21401492000000003,0.9786,0.2361,0.214,0.9162,1.1492,0,0,0
train_alpha_h200.pbs.o168218529,54,-16.9974,0.08966363636363636,0.21480961,0.9759,0.2369,0.2148,0.9162,1.142,0,0,0
train_alpha_h200.pbs.o168218529,55,-16.9948,0.08971818181818182,0.21491616000000002,0.9760000000000001,0.2368,0.2149,0.9162,1.1385,0,0,0
train_alpha_h200.pbs.o168218529,56,-16.996,0.08942727272727273,0.21511166,0.974,0.2372,0.2151,0.9162,1.1389,0,0,0
train_alpha_h200.pbs.o168218529,57,-17.0051,0.08975454545454546,0.21424271000000003,0.9767000000000001,0.2362,0.2143,0.9162,1.1449,0,0,0
train_alpha_h200.pbs.o168218529,58,-16.9975,0.08982727272727273,0.21354265000000003,0.9793000000000001,0.2352,0.2136,0.9162,1.1434,0,0,0
train_alpha_h200.pbs.o168218529,59,-16.9958,0.08976363636363636,0.214683,0.9773000000000001,0.2363,0.2147,0.9162,1.1378,0,0,0
train_alpha_h200.pbs.o168218529,60,-17.0041,0.08957272727272728,0.21499113000000003,0.9752000000000001,0.2369,0.215,0.9162,1.1411,0,0,0
train_alpha_h200.pbs.o168218529,61,-17.0066,0.08964545454545454,0.21434702,0.9779000000000001,0.2361,0.2143,0.9162,1.143,0,0,0
train_alpha_h200.pbs.o168218529,62,-17.0083,0.08977272727272727,0.21436626,0.9777,0.2363,0.2144,0.9162,1.1409,0,0,0
train_alpha_h200.pbs.o168218529,63,-16.9991,0.0897,0.21495902000000003,0.9758000000000001,0.2368,0.215,0.9162,1.1352,0,0,0
train_alpha_h200.pbs.o168218529,64,-17.0,0.08949090909090908,0.2143589,0.9753000000000001,0.2361,0.2143,0.9162,1.1378,0,0,0
train_alpha_h200.pbs.o168218529,65,-17.0096,0.08974545454545454,0.21402528999999998,0.9781,0.2358,0.214,0.9162,1.1411,0,0,0
train_alpha_h200.pbs.o168218529,66,-17.0039,0.08987272727272727,0.21465405,0.9771000000000001,0.2363,0.2146,0.9162,1.1363,0,0,0
train_alpha_h200.pbs.o168218529,67,-16.9995,0.08947272727272727,0.21409940000000002,0.9764,0.2358,0.2141,0.9162,1.1362,0,0,0
train_alpha_h200.pbs.o168218529,68,-17.0023,0.0896,0.21513121,0.9745,0.2369,0.2151,0.9162,1.1327,0,0,0
train_alpha_h200.pbs.o168218529,69,-16.9968,0.08975454545454545,0.21473066000000002,0.9759,0.2364,0.2147,0.9162,1.1301,0,0,0
train_alpha_h200.pbs.o168218529,70,-16.9948,0.08989090909090909,0.21433275000000002,0.9768000000000001,0.2358,0.2143,0.9162,1.1281,0,0,0
train_alpha_h200.pbs.o168218529,71,-16.9914,0.08979090909090909,0.21405311000000002,0.9775,0.2354,0.214,0.9162,1.1277,0,0,0
train_alpha_h200.pbs.o168218529,72,-16.9904,0.08977272727272728,0.21408012,0.9764,0.2355,0.2141,0.9162,1.1243,0,0,0
train_alpha_h200.pbs.o168218529,73,-16.9927,0.08976363636363636,0.21453839000000002,0.9767,0.236,0.2145,0.9162,1.1246,0,0,0
train_alpha_h200.pbs.o168218529,74,-16.9855,0.08972727272727272,0.21425852,0.9761000000000001,0.2356,0.2142,0.9162,1.1211,0,0,0
train_alpha_h200.pbs.o168218529,75,-16.9868,0.08982727272727273,0.21497133,0.9741000000000001,0.2365,0.215,0.9162,1.1192,0,0,0
train_alpha_h200.pbs.o168218529,76,-16.9865,0.0899,0.21477701000000005,0.9752000000000001,0.236,0.2147,0.9162,1.1187,0,0,0
train_alpha_h200.pbs.o168218529,77,-16.9882,0.0896909090909091,0.21488065,0.9749000000000001,0.2363,0.2148,0.9162,1.119,0,0,0
train_alpha_h200.pbs.o168218529,78,-16.9846,0.08985454545454546,0.21415050000000002,0.9768000000000001,0.2354,0.2141,0.9162,1.1187,0,0,0
train_alpha_h200.pbs.o168218529,79,-16.9903,0.08992727272727273,0.21407973000000002,0.9776,0.2354,0.2141,0.9162,1.119,0,0,0
train_alpha_h200.pbs.o168218529,80,-16.9862,0.08982727272727273,0.21459061000000001,0.9765,0.2357,0.2145,0.9162,1.1166,0,0,0
train_alpha_h200.pbs.o168218529,81,-16.9884,0.08983636363636363,0.21459113,0.9766,0.2358,0.2146,0.9162,1.1177,0,0,0
train_alpha_h200.pbs.o168218529,82,-16.9883,0.08976363636363636,0.21356979,0.9781000000000001,0.2347,0.2136,0.9162,1.1184,0,0,0
train_alpha_h200.pbs.o168218529,83,-16.9918,0.08994545454545455,0.21387483000000002,0.9800000000000001,0.235,0.2139,0.9162,1.1176,0,0,0
train_alpha_h200.pbs.o168218529,84,-16.9939,0.08995454545454545,0.21382063,0.9787,0.2349,0.2138,0.9162,1.1183,0,0,0
train_alpha_h200.pbs.o168218529,85,-16.9902,0.09,0.21411471,0.9777,0.2351,0.2141,0.9162,1.1159,0,0,0
train_alpha_h200.pbs.o168218529,86,-16.9866,0.08991818181818181,0.21443837000000002,0.9761000000000001,0.2355,0.2145,0.9162,1.1123,0,0,0
train_alpha_h200.pbs.o168218529,87,-16.9888,0.08989090909090909,0.21421492,0.9759,0.2352,0.2142,0.9162,1.1132,0,0,0
train_alpha_h200.pbs.o168218529,88,-16.9898,0.09008181818181818,0.21419690000000002,0.9778,0.2352,0.2142,0.9162,1.115,0,0,0
train_alpha_h200.pbs.o168218529,89,-16.9896,0.09005454545454546,0.21447088000000003,0.9767,0.2355,0.2145,0.9162,1.1123,0,0,0
train_alpha_h200.pbs.o168218529,90,-16.9877,0.08990909090909091,0.21446832000000002,0.9768000000000001,0.2354,0.2145,0.9162,1.1104,0,0,0
train_alpha_h200.pbs.o168218529,91,-16.9914,0.08996363636363637,0.21449748000000002,0.9763000000000001,0.2355,0.2145,0.9162,1.1126,0,0,0
train_alpha_h200.pbs.o168218529,92,-16.9904,0.09002727272727273,0.21409615,0.9777,0.235,0.2141,0.9162,1.1117,0,0,0
train_alpha_h200.pbs.o168218529,93,-16.9842,0.09007272727272728,0.21397639,0.9778000000000001,0.2348,0.214,0.9162,1.109,0,0,0
train_alpha_h200.pbs.o168218529,94,,,,,,,,,,,
