source_file,source_path,job_id,node,train_device,torch_version,cuda,devices,h5py_version,h5_path,output_dir,batch_size,epochs_configured,lr,top_k,hidden_dim,bucket_size,num_buckets,max_alpha,gamma_decay,lambda_r3,w1,w2,w3,entropy_coef,max_grad_norm,save_interval,max_records,records_loading,records_loaded,sequence_length,loaded_top_k,memory_estimate,limited_records,original_records,epochs_found,last_epoch,last_reward,best_reward,best_reward_epoch,training_completed
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,gadi-gpu-h200-0005.gadi.nci.org.au,cuda,2.5.1+cu121,True,1,3.16.0,alpha_model/alpha_dataset_001.h5,checkpoints/alpha_trained_168218529.gadi-pbs,1024,100,0.0001,32,128,3,11,2.0,7.0,3.0,0.1,0.1,1.0,0.01,1.0,1,0,4071799,4071799,15,32,~23GB,,,94,94,,-16.9842,93,False
