source_file,source_path,job_id,epoch,epoch_total,actor_loss_mean,actor_loss_std,actor_loss_min,actor_loss_max,critic_loss_mean,critic_loss_std,critic_loss_min,critic_loss_max,reward_mean,reward_std,reward_min,reward_max,r1_mean,r1_std,r1_min,r1_max,r2_mean,r2_std,r2_min,r2_max,r3_mean,r3_std,r3_min,r3_max,entropy_mean,entropy_std,entropy_min,entropy_max,baseline_acc_mean,baseline_acc_std,baseline_acc_min,baseline_acc_max,model_acc_mean,model_acc_std,model_acc_min,model_acc_max,min_alpha_bucket_acc_mean,min_alpha_bucket_acc_std,min_alpha_bucket_acc_min,min_alpha_bucket_acc_max,strict_min_alpha_bucket_acc_mean,strict_min_alpha_bucket_acc_std,strict_min_alpha_bucket_acc_min,strict_min_alpha_bucket_acc_max,target_in_topk_rate_mean,target_in_topk_rate_std,target_in_topk_rate_min,target_in_topk_rate_max,alpha_gap_mean,alpha_gap_std,alpha_gap_min,alpha_gap_max,per_bucket_0_mean,per_bucket_0_std,per_bucket_0_min,per_bucket_0_max,per_bucket_1_mean,per_bucket_1_std,per_bucket_1_min,per_bucket_1_max,per_bucket_2_mean,per_bucket_2_std,per_bucket_2_min,per_bucket_2_max,per_bucket_3_mean,per_bucket_3_std,per_bucket_3_min,per_bucket_3_max,per_bucket_4_mean,per_bucket_4_std,per_bucket_4_min,per_bucket_4_max,per_bucket_5_mean,per_bucket_5_std,per_bucket_5_min,per_bucket_5_max,per_bucket_6_mean,per_bucket_6_std,per_bucket_6_min,per_bucket_6_max,per_bucket_7_mean,per_bucket_7_std,per_bucket_7_min,per_bucket_7_max,per_bucket_8_mean,per_bucket_8_std,per_bucket_8_min,per_bucket_8_max,per_bucket_9_mean,per_bucket_9_std,per_bucket_9_min,per_bucket_9_max,per_bucket_10_mean,per_bucket_10_std,per_bucket_10_min,per_bucket_10_max,true_bucket_rate_0_mean,true_bucket_rate_0_std,true_bucket_rate_0_min,true_bucket_rate_0_max,true_bucket_rate_1_mean,true_bucket_rate_1_std,true_bucket_rate_1_min,true_bucket_rate_1_max,true_bucket_rate_2_mean,true_bucket_rate_2_std,true_bucket_rate_2_min,true_bucket_rate_2_max,true_bucket_rate_3_mean,true_bucket_rate_3_std,true_bucket_rate_3_min,true_bucket_rate_3_max,true_bucket_rate_4_mean,true_bucket_rate_4_std,true_bucket_rate_4_min,true_bucket_rate_4_max,true_bucket_rate_5_mean,true_bucket_rate_5_std,true_bucket_rate_5_min,true_bucket_rate_5_max,true_bucket_rate_6_mean,true_bucket_rate_6_std,true_bucket_rate_6_min,true_bucket_rate_6_max,true_bucket_rate_7_mean,true_bucket_rate_7_std,true_bucket_rate_7_min,true_bucket_rate_7_max,true_bucket_rate_8_mean,true_bucket_rate_8_std,true_bucket_rate_8_min,true_bucket_rate_8_max,true_bucket_rate_9_mean,true_bucket_rate_9_std,true_bucket_rate_9_min,true_bucket_rate_9_max,true_bucket_rate_10_mean,true_bucket_rate_10_std,true_bucket_rate_10_min,true_bucket_rate_10_max,pred_min_bucket_rate_0_mean,pred_min_bucket_rate_0_std,pred_min_bucket_rate_0_min,pred_min_bucket_rate_0_max,pred_min_bucket_rate_1_mean,pred_min_bucket_rate_1_std,pred_min_bucket_rate_1_min,pred_min_bucket_rate_1_max,pred_min_bucket_rate_2_mean,pred_min_bucket_rate_2_std,pred_min_bucket_rate_2_min,pred_min_bucket_rate_2_max,pred_min_bucket_rate_3_mean,pred_min_bucket_rate_3_std,pred_min_bucket_rate_3_min,pred_min_bucket_rate_3_max,pred_min_bucket_rate_4_mean,pred_min_bucket_rate_4_std,pred_min_bucket_rate_4_min,pred_min_bucket_rate_4_max,pred_min_bucket_rate_5_mean,pred_min_bucket_rate_5_std,pred_min_bucket_rate_5_min,pred_min_bucket_rate_5_max,pred_min_bucket_rate_6_mean,pred_min_bucket_rate_6_std,pred_min_bucket_rate_6_min,pred_min_bucket_rate_6_max,pred_min_bucket_rate_7_mean,pred_min_bucket_rate_7_std,pred_min_bucket_rate_7_min,pred_min_bucket_rate_7_max,pred_min_bucket_rate_8_mean,pred_min_bucket_rate_8_std,pred_min_bucket_rate_8_min,pred_min_bucket_rate_8_max,pred_min_bucket_rate_9_mean,pred_min_bucket_rate_9_std,pred_min_bucket_rate_9_min,pred_min_bucket_rate_9_max,pred_min_bucket_rate_10_mean,pred_min_bucket_rate_10_std,pred_min_bucket_rate_10_min,pred_min_bucket_rate_10_max
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,33,100,-27.8825,59.3961,-252.7522,200.3405,52.4834,3.6751,41.6481,69.2476,-17.0254,0.4215,-18.6296,-15.5879,-10.7636,0.4744,-12.6811,-9.2186,6.2201,0.1224,5.8206,6.6803,-16.5711,0.4348,-18.2637,-15.0645,170.3176,0.3238,169.8724,171.0288,5.5257,0.1449,5.0234,6.0918,0.002,0.0014,0.0,0.0098,0.2373,0.0103,0.2002,0.2686,0.2145,0.0089,0.1793,0.2432,0.9162,0.0034,0.9031,0.9291,1.183,0.0142,1.1271,1.2366,0.2675,0.0125,0.2203,0.309,0.1156,0.01,0.0816,0.1531,0.1069,0.0127,0.0692,0.1499,0.087,0.0149,0.0378,0.1394,0.073,0.016,0.0169,0.1265,0.0513,0.016,0.0053,0.1111,0.0543,0.018,0.0,0.1277,0.0703,0.0231,0.0075,0.1651,0.0744,0.0256,0.0,0.1795,0.0485,0.0229,0.0,0.1538,0.0379,0.0065,0.0185,0.0617,0.7234,0.0065,0.6992,0.7469,0.0678,0.0024,0.059,0.0758,0.0373,0.0018,0.0313,0.0441,0.0242,0.0014,0.0192,0.0293,0.0174,0.0012,0.0134,0.0219,0.0129,0.001,0.0094,0.0161,0.0103,0.0009,0.0075,0.0138,0.0083,0.0008,0.0055,0.0111,0.0069,0.0007,0.0045,0.0098,0.0059,0.0006,0.0039,0.0081,0.0855,0.0035,0.0723,0.0989,0.2716,0.0125,0.228,0.3126,0.1238,0.0033,0.1115,0.1347,0.1016,0.0025,0.0927,0.1105,0.0865,0.0023,0.0779,0.0945,0.0709,0.0024,0.0619,0.0796,0.0484,0.0027,0.0391,0.0592,0.0597,0.0028,0.0507,0.0706,0.0703,0.0028,0.0617,0.0808,0.0706,0.0029,0.0602,0.0811,0.05,0.0032,0.0397,0.0632,0.0466,0.0033,0.0352,0.0591
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,34,100,-27.7337,58.6816,-241.9047,179.1644,52.4593,3.6862,40.3118,68.4754,-17.0255,0.4182,-18.436,-15.6379,-10.7642,0.4716,-12.431,-9.0535,6.2184,0.1246,5.8003,6.6045,-16.5709,0.4323,-18.0029,-15.1553,170.3929,0.3395,169.6917,170.8739,5.5257,0.1441,5.0518,6.001,0.002,0.0014,0.0,0.0098,0.2359,0.0106,0.1938,0.2732,0.2134,0.0091,0.1793,0.2448,0.9162,0.0035,0.9038,0.9286,1.184,0.014,1.1323,1.2323,0.2658,0.0128,0.2162,0.3099,0.1157,0.0101,0.0834,0.1516,0.1055,0.0128,0.0586,0.1556,0.0877,0.0144,0.0361,0.1486,0.0723,0.0157,0.0235,0.1341,0.052,0.0158,0.0048,0.1111,0.0551,0.0183,0.0,0.1241,0.0704,0.0232,0.0,0.1842,0.075,0.0259,0.0,0.198,0.0494,0.0231,0.0,0.1519,0.0392,0.0065,0.0178,0.0715,0.7234,0.0066,0.6989,0.7461,0.0678,0.0025,0.0596,0.078,0.0373,0.0018,0.0301,0.0439,0.0242,0.0014,0.0195,0.0294,0.0174,0.0012,0.0135,0.0219,0.0129,0.001,0.0092,0.0172,0.0103,0.0009,0.0074,0.0139,0.0083,0.0008,0.0056,0.0114,0.0069,0.0007,0.0048,0.0095,0.0059,0.0006,0.0036,0.0082,0.0855,0.0035,0.073,0.0979,0.2696,0.0128,0.2197,0.3147,0.1239,0.0034,0.1113,0.136,0.1011,0.0025,0.0916,0.1105,0.0866,0.0022,0.079,0.0948,0.0705,0.0023,0.0622,0.0799,0.0494,0.0028,0.0396,0.0605,0.0605,0.0028,0.0519,0.0706,0.0708,0.0029,0.0609,0.0812,0.0706,0.0029,0.0592,0.0813,0.0499,0.0033,0.0389,0.0629,0.0471,0.0035,0.0365,0.0604
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,35,100,-29.1203,59.1165,-231.5855,175.0598,52.4513,3.6612,40.8744,67.7957,-17.0379,0.4223,-18.5916,-15.5765,-10.8799,0.4895,-12.5862,-8.9142,6.2122,0.1215,5.7849,6.6735,-16.5711,0.4355,-18.123,-15.085,169.7864,0.1395,169.4637,170.1377,5.5257,0.1452,5.0332,6.0459,0.002,0.0014,0.0,0.0078,0.2355,0.0103,0.199,0.2753,0.2129,0.0089,0.1806,0.247,0.9162,0.0035,0.9044,0.9283,1.1883,0.0146,1.1394,1.2338,0.2651,0.0124,0.221,0.3158,0.1156,0.0102,0.0795,0.1581,0.1058,0.0128,0.0672,0.147,0.0873,0.0144,0.0378,0.1595,0.0727,0.0161,0.0179,0.1429,0.0518,0.0161,0.0096,0.117,0.0551,0.0185,0.0062,0.1412,0.0716,0.0228,0.0097,0.1667,0.0753,0.0265,0.0,0.2021,0.0499,0.0236,0.0,0.1609,0.0389,0.0065,0.0205,0.0671,0.7234,0.0065,0.7022,0.7477,0.0678,0.0024,0.0598,0.0773,0.0373,0.0018,0.032,0.0441,0.0242,0.0014,0.0186,0.0295,0.0174,0.0012,0.0133,0.0214,0.0129,0.001,0.0093,0.0169,0.0103,0.0009,0.0074,0.0136,0.0083,0.0008,0.0054,0.0111,0.0069,0.0007,0.0048,0.0096,0.0059,0.0007,0.0035,0.0083,0.0855,0.0035,0.0728,0.098,0.2688,0.0124,0.2246,0.3155,0.1236,0.0033,0.112,0.1363,0.1007,0.0024,0.093,0.1096,0.0864,0.0021,0.0798,0.0948,0.0711,0.0024,0.063,0.0788,0.0486,0.0026,0.0397,0.0582,0.0599,0.0027,0.0516,0.0689,0.0713,0.0028,0.0615,0.0817,0.0712,0.003,0.0602,0.0857,0.0511,0.0033,0.0402,0.063,0.0472,0.0034,0.0358,0.0596
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,36,100,-28.1606,57.3633,-236.7823,193.2024,52.3919,3.6836,40.8658,67.0526,-17.0359,0.414,-18.5761,-15.588,-10.8558,0.4803,-12.5613,-9.3916,6.2063,0.1212,5.7649,6.6522,-16.571,0.4267,-18.1816,-15.1348,169.7876,0.1764,169.4387,170.1686,5.5257,0.1422,5.0479,6.0645,0.002,0.0014,0.0,0.0078,0.2368,0.0103,0.1957,0.2697,0.2143,0.0089,0.1803,0.2432,0.9162,0.0035,0.904,0.9286,1.1825,0.0141,1.1343,1.2329,0.2671,0.0124,0.2209,0.3045,0.115,0.0099,0.0819,0.1504,0.1048,0.0129,0.0532,0.1496,0.0861,0.0144,0.0335,0.1453,0.0732,0.0162,0.0247,0.1347,0.0523,0.0165,0.0056,0.1217,0.0554,0.0185,0.0062,0.1342,0.0717,0.0229,0.0,0.161,0.0745,0.0257,0.0,0.1837,0.0496,0.0233,0.0,0.1531,0.0386,0.0063,0.0167,0.0636,0.7234,0.0066,0.7003,0.7445,0.0678,0.0025,0.0603,0.0782,0.0373,0.0018,0.0305,0.0434,0.0242,0.0014,0.0193,0.0297,0.0174,0.0012,0.0136,0.0214,0.0129,0.001,0.0095,0.017,0.0103,0.0009,0.0074,0.0146,0.0083,0.0008,0.0058,0.0114,0.0069,0.0007,0.0038,0.0099,0.0059,0.0007,0.0038,0.0082,0.0855,0.0035,0.0731,0.0977,0.2707,0.0124,0.225,0.3118,0.123,0.0032,0.1113,0.134,0.1005,0.0025,0.0922,0.1096,0.0855,0.0022,0.0778,0.0929,0.0712,0.0024,0.0637,0.0812,0.0494,0.0027,0.0407,0.0594,0.06,0.0027,0.051,0.0697,0.0716,0.0029,0.0614,0.0818,0.071,0.0028,0.0617,0.0824,0.0504,0.0034,0.0389,0.0643,0.0468,0.0033,0.0365,0.0595
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,37,100,-28.9275,55.7398,-234.351,159.6462,52.3541,3.6111,41.3058,67.2089,-17.0476,0.4212,-18.4654,-15.6007,-10.9642,0.4695,-12.5864,-8.9822,6.1985,0.1204,5.7754,6.6561,-16.5711,0.4359,-18.0469,-15.0527,169.3165,0.1765,168.8804,169.7299,5.5257,0.1453,5.0195,6.0215,0.002,0.0014,0.0,0.0088,0.2363,0.0098,0.204,0.2671,0.2136,0.0084,0.1861,0.2411,0.9162,0.0035,0.9035,0.9294,1.1876,0.0138,1.1416,1.2362,0.2662,0.0117,0.228,0.3066,0.1148,0.01,0.0786,0.1508,0.1066,0.0132,0.0557,0.1591,0.0867,0.0144,0.04,0.1358,0.0731,0.0159,0.022,0.1308,0.0516,0.0157,0.0049,0.1168,0.0555,0.0181,0.0062,0.1288,0.0703,0.0225,0.0093,0.1574,0.0743,0.026,0.0,0.1895,0.0507,0.0232,0.0,0.1571,0.0382,0.0063,0.0158,0.0665,0.7234,0.0065,0.7018,0.7482,0.0678,0.0024,0.0597,0.0766,0.0373,0.0018,0.0305,0.043,0.0242,0.0014,0.0195,0.029,0.0174,0.0012,0.0139,0.022,0.0129,0.001,0.0092,0.0163,0.0103,0.0009,0.0074,0.0141,0.0083,0.0008,0.0055,0.0118,0.0069,0.0007,0.0045,0.0099,0.0059,0.0006,0.0038,0.0087,0.0855,0.0036,0.0721,0.0985,0.2697,0.0118,0.2306,0.3089,0.1228,0.0032,0.112,0.1335,0.1016,0.0025,0.0933,0.1106,0.0861,0.0022,0.0779,0.095,0.071,0.0024,0.0622,0.0793,0.0494,0.0026,0.0412,0.0587,0.06,0.0027,0.0498,0.072,0.0706,0.0027,0.0611,0.081,0.0706,0.0028,0.0615,0.0818,0.0515,0.0033,0.0415,0.0646,0.0467,0.0032,0.0365,0.0577
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,38,100,-28.6124,54.7341,-203.8792,171.4915,52.3178,3.617,40.6297,65.0937,-17.0401,0.4128,-18.5347,-15.7791,-10.9008,0.4496,-12.359,-9.3325,6.2111,0.1189,5.8044,6.614,-16.5712,0.4259,-18.0176,-15.2783,168.2171,0.4087,167.5991,168.9863,5.5257,0.142,5.0938,6.0078,0.002,0.0014,0.0,0.0088,0.2359,0.0092,0.2042,0.2665,0.2133,0.008,0.1835,0.2413,0.9162,0.0035,0.9031,0.9277,1.1838,0.0136,1.1328,1.2266,0.2658,0.0111,0.2271,0.3037,0.1145,0.0101,0.0803,0.1569,0.1059,0.013,0.0629,0.1544,0.0878,0.0145,0.0409,0.1346,0.0733,0.0159,0.0247,0.1374,0.0519,0.016,0.0052,0.1139,0.0553,0.0184,0.0,0.1522,0.0719,0.0227,0.0,0.1642,0.075,0.0259,0.0,0.1765,0.0505,0.0233,0.0,0.1429,0.0382,0.0062,0.0178,0.0619,0.7234,0.0065,0.6936,0.7452,0.0678,0.0025,0.0591,0.0771,0.0373,0.0017,0.032,0.0436,0.0242,0.0014,0.0193,0.0295,0.0174,0.0012,0.0137,0.0219,0.0129,0.001,0.0095,0.0167,0.0103,0.0009,0.0072,0.0137,0.0083,0.0008,0.0055,0.0115,0.0069,0.0007,0.0044,0.0094,0.0059,0.0006,0.0036,0.0085,0.0855,0.0035,0.0738,0.099,0.2695,0.011,0.2337,0.3025,0.1225,0.0031,0.1101,0.1334,0.1009,0.0024,0.0927,0.1101,0.0866,0.0022,0.0775,0.0949,0.0705,0.0023,0.0624,0.0788,0.0496,0.0026,0.0402,0.0589,0.0598,0.0025,0.0522,0.0708,0.072,0.0027,0.0609,0.081,0.0708,0.0028,0.062,0.0809,0.0509,0.003,0.0403,0.0618,0.0469,0.003,0.0376,0.057
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,39,100,-29.2372,57.3275,-262.0796,171.342,52.2964,3.6599,40.2327,65.9253,-17.044,0.4227,-18.6096,-15.5932,-10.9403,0.4533,-12.9272,-9.441,6.2106,0.1211,5.8065,6.6753,-16.571,0.4366,-18.1611,-15.0557,168.2157,0.2121,167.891,168.6186,5.5257,0.1455,5.0225,6.0557,0.002,0.0014,0.0,0.0078,0.2351,0.0095,0.1959,0.2688,0.2126,0.0082,0.1807,0.2416,0.9162,0.0035,0.9031,0.9279,1.1866,0.0138,1.1331,1.2467,0.2648,0.0115,0.218,0.3049,0.1155,0.0101,0.0753,0.1545,0.1054,0.013,0.0629,0.1546,0.0872,0.0146,0.0429,0.1523,0.0728,0.0159,0.0206,0.1388,0.0517,0.016,0.0047,0.1202,0.0549,0.0185,0.0058,0.1346,0.0715,0.0229,0.0065,0.1721,0.0756,0.0264,0.0,0.1959,0.0496,0.0233,0.0,0.1642,0.0387,0.0063,0.02,0.0632,0.7234,0.0066,0.6993,0.7454,0.0678,0.0025,0.0596,0.0764,0.0373,0.0018,0.0312,0.0434,0.0242,0.0014,0.0194,0.0286,0.0174,0.0012,0.0133,0.0215,0.0129,0.001,0.0092,0.0162,0.0103,0.0009,0.0076,0.0134,0.0083,0.0008,0.0057,0.0111,0.0069,0.0007,0.0046,0.0097,0.0059,0.0007,0.0037,0.009,0.0855,0.0036,0.0734,0.0986,0.2684,0.0114,0.221,0.3063,0.1234,0.0032,0.1124,0.1341,0.1009,0.0024,0.0923,0.1108,0.0862,0.0021,0.0789,0.0928,0.0707,0.0024,0.063,0.0789,0.0493,0.0026,0.0406,0.0596,0.06,0.0026,0.0496,0.0707,0.0717,0.0028,0.0622,0.0831,0.0712,0.0028,0.062,0.0823,0.0509,0.0032,0.0411,0.063,0.0474,0.0031,0.038,0.0594
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,40,100,-29.0204,55.3197,-223.4224,175.0864,52.2688,3.6192,39.8601,64.5638,-17.0369,0.4092,-18.7675,-15.7168,-10.8677,0.4463,-12.5052,-9.2997,6.2112,0.1189,5.8252,6.6213,-16.5712,0.4229,-18.2812,-15.2256,167.8665,0.2815,167.3694,168.4484,5.5257,0.141,5.0771,6.0986,0.002,0.0014,0.0,0.0088,0.2363,0.0092,0.1999,0.2654,0.2137,0.0079,0.1826,0.2396,0.9162,0.0035,0.9033,0.9285,1.1804,0.0134,1.1292,1.2256,0.2666,0.011,0.2223,0.3019,0.1145,0.0101,0.0782,0.1487,0.1048,0.0127,0.0601,0.1605,0.0873,0.0146,0.0314,0.1444,0.0727,0.016,0.0244,0.1333,0.0518,0.0158,0.0052,0.1088,0.0554,0.0185,0.0064,0.1364,0.0715,0.0229,0.0,0.1811,0.0745,0.0255,0.0085,0.1739,0.0504,0.0234,0.0,0.1471,0.0378,0.0061,0.0153,0.0646,0.7234,0.0067,0.7007,0.7453,0.0678,0.0025,0.0601,0.0768,0.0373,0.0018,0.0308,0.0437,0.0242,0.0014,0.0184,0.0294,0.0174,0.0012,0.0131,0.0214,0.0129,0.001,0.0096,0.0172,0.0103,0.0009,0.007,0.0132,0.0083,0.0008,0.0058,0.0118,0.0069,0.0007,0.0044,0.0093,0.0059,0.0007,0.0039,0.0083,0.0855,0.0035,0.0734,0.0984,0.2703,0.011,0.221,0.3038,0.1226,0.0032,0.1106,0.1355,0.1005,0.0025,0.0926,0.1103,0.0863,0.0022,0.0786,0.0938,0.0708,0.0023,0.063,0.0797,0.0496,0.0026,0.0402,0.0605,0.06,0.0025,0.0504,0.0689,0.0716,0.0027,0.0609,0.0832,0.0711,0.0027,0.0633,0.0814,0.0509,0.0032,0.04,0.0633,0.0464,0.003,0.0364,0.0586
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,41,100,-29.1587,54.8085,-199.6479,162.223,52.2242,3.7231,35.8552,66.6209,-17.0391,0.4271,-18.6562,-15.7488,-10.8888,0.4428,-12.6251,-9.2998,6.2079,0.1195,5.7932,6.6408,-16.5711,0.4403,-18.2197,-15.249,167.3239,0.2813,166.8216,167.8688,5.5257,0.1468,5.084,6.0762,0.002,0.0014,0.0,0.0088,0.2372,0.0091,0.2088,0.2673,0.2147,0.0079,0.1893,0.2421,0.9162,0.0035,0.9022,0.9274,1.1779,0.0135,1.1241,1.2284,0.2678,0.011,0.2331,0.3035,0.1147,0.0099,0.0834,0.1524,0.1047,0.0128,0.0635,0.1673,0.0863,0.0145,0.0358,0.1404,0.0736,0.0156,0.0188,0.1371,0.0521,0.0159,0.0054,0.1122,0.0553,0.0185,0.0053,0.1338,0.0713,0.0224,0.0082,0.161,0.0746,0.0259,0.0,0.1712,0.0506,0.0235,0.0,0.1512,0.038,0.0062,0.0147,0.0604,0.7234,0.0066,0.6982,0.7469,0.0678,0.0025,0.0579,0.0795,0.0373,0.0017,0.0309,0.0437,0.0242,0.0014,0.0197,0.0299,0.0174,0.0012,0.0135,0.0219,0.0129,0.001,0.0097,0.0161,0.0103,0.0009,0.0074,0.0133,0.0083,0.0008,0.0055,0.0111,0.0069,0.0007,0.0046,0.0094,0.0059,0.0007,0.0038,0.0081,0.0855,0.0035,0.0736,0.1005,0.2713,0.011,0.2372,0.306,0.1228,0.0031,0.112,0.1345,0.1003,0.0025,0.0917,0.1087,0.0854,0.0022,0.0775,0.0933,0.0711,0.0023,0.0624,0.0788,0.0492,0.0025,0.0389,0.058,0.06,0.0027,0.0514,0.0729,0.0716,0.0026,0.0628,0.0821,0.0704,0.0028,0.0604,0.0812,0.0513,0.003,0.0415,0.0618,0.0465,0.003,0.036,0.0585
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,42,100,-29.4168,54.7928,-200.0718,140.5293,52.212,3.72,40.2377,65.0623,-17.0403,0.413,-18.5308,-15.4479,-10.9002,0.4706,-12.545,-9.4524,6.2071,0.1175,5.7802,6.624,-16.571,0.4266,-18.041,-14.9736,166.6711,0.3756,165.7934,167.1934,5.5257,0.1422,4.9912,6.0146,0.002,0.0014,0.0,0.0078,0.2358,0.0093,0.2076,0.2723,0.2134,0.008,0.188,0.2461,0.9162,0.0035,0.9025,0.9285,1.1796,0.0149,1.1256,1.2297,0.266,0.0112,0.2349,0.3094,0.1147,0.0101,0.0753,0.1576,0.1047,0.0127,0.0604,0.1533,0.0864,0.0146,0.0387,0.1374,0.0726,0.0157,0.0267,0.1402,0.0519,0.0158,0.0047,0.1237,0.0557,0.0183,0.0,0.1418,0.0712,0.0227,0.0069,0.1496,0.0752,0.0257,0.0,0.1975,0.0508,0.023,0.0,0.1412,0.0383,0.0062,0.0173,0.0728,0.7234,0.0065,0.6981,0.7438,0.0678,0.0025,0.0598,0.077,0.0373,0.0018,0.0311,0.0441,0.0242,0.0014,0.0189,0.029,0.0174,0.0012,0.0133,0.0214,0.0129,0.001,0.0098,0.0167,0.0103,0.0009,0.0074,0.0135,0.0083,0.0008,0.0057,0.0111,0.0069,0.0007,0.0044,0.0093,0.0059,0.0007,0.0038,0.0083,0.0855,0.0035,0.0732,0.0988,0.2698,0.0111,0.2363,0.3134,0.1228,0.0032,0.1099,0.1353,0.1005,0.0025,0.0918,0.1087,0.0861,0.0022,0.0792,0.0938,0.0707,0.0023,0.0628,0.0787,0.049,0.0025,0.0408,0.06,0.0603,0.0026,0.052,0.07,0.0713,0.0027,0.0622,0.0812,0.0708,0.0029,0.0611,0.0817,0.0515,0.0031,0.0412,0.0609,0.0473,0.0031,0.0376,0.0571
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,43,100,-30.3164,54.6993,-225.3015,182.705,52.1659,3.6686,40.7399,65.8177,-17.031,0.4248,-19.1631,-15.4884,-10.815,0.4402,-12.5359,-9.2519,6.2153,0.1194,5.8008,6.6998,-16.5711,0.4387,-18.791,-15.0146,165.9357,0.0845,165.6804,166.1405,5.5257,0.1462,5.0059,6.2637,0.002,0.0014,0.0,0.0088,0.236,0.009,0.2014,0.2712,0.2137,0.0078,0.1855,0.2436,0.9162,0.0035,0.9038,0.928,1.1736,0.0132,1.1293,1.2213,0.2664,0.0108,0.2316,0.3073,0.1139,0.0101,0.0821,0.1515,0.1047,0.0129,0.0616,0.1515,0.0854,0.0146,0.0393,0.1509,0.0729,0.016,0.0267,0.1429,0.0518,0.0158,0.0099,0.1171,0.0555,0.0179,0.007,0.1351,0.0711,0.0231,0.0,0.1641,0.0748,0.0257,0.0,0.181,0.0499,0.0236,0.0,0.1461,0.0388,0.0061,0.0185,0.0632,0.7234,0.0067,0.6984,0.7474,0.0678,0.0025,0.0592,0.076,0.0373,0.0018,0.0314,0.0443,0.0242,0.0014,0.0197,0.0298,0.0174,0.0012,0.0132,0.0217,0.0129,0.001,0.0099,0.0165,0.0103,0.0009,0.0072,0.0134,0.0083,0.0008,0.0056,0.0119,0.0069,0.0007,0.0044,0.0092,0.0059,0.0006,0.0035,0.0081,0.0855,0.0036,0.0735,0.0977,0.2704,0.0107,0.2357,0.3088,0.1223,0.0031,0.112,0.1331,0.1003,0.0024,0.0917,0.1089,0.0856,0.0021,0.0785,0.0938,0.0708,0.0024,0.0634,0.0801,0.0494,0.0025,0.0417,0.0596,0.0607,0.0025,0.0525,0.0699,0.0713,0.0026,0.0616,0.0797,0.0707,0.0028,0.0624,0.082,0.0512,0.003,0.0411,0.0622,0.0474,0.003,0.0371,0.058
