source_file,source_path,job_id,epoch,epoch_total,actor_loss_mean,actor_loss_std,actor_loss_min,actor_loss_max,critic_loss_mean,critic_loss_std,critic_loss_min,critic_loss_max,reward_mean,reward_std,reward_min,reward_max,r1_mean,r1_std,r1_min,r1_max,r2_mean,r2_std,r2_min,r2_max,r3_mean,r3_std,r3_min,r3_max,entropy_mean,entropy_std,entropy_min,entropy_max,baseline_acc_mean,baseline_acc_std,baseline_acc_min,baseline_acc_max,model_acc_mean,model_acc_std,model_acc_min,model_acc_max,min_alpha_bucket_acc_mean,min_alpha_bucket_acc_std,min_alpha_bucket_acc_min,min_alpha_bucket_acc_max,strict_min_alpha_bucket_acc_mean,strict_min_alpha_bucket_acc_std,strict_min_alpha_bucket_acc_min,strict_min_alpha_bucket_acc_max,target_in_topk_rate_mean,target_in_topk_rate_std,target_in_topk_rate_min,target_in_topk_rate_max,alpha_gap_mean,alpha_gap_std,alpha_gap_min,alpha_gap_max,per_bucket_0_mean,per_bucket_0_std,per_bucket_0_min,per_bucket_0_max,per_bucket_1_mean,per_bucket_1_std,per_bucket_1_min,per_bucket_1_max,per_bucket_2_mean,per_bucket_2_std,per_bucket_2_min,per_bucket_2_max,per_bucket_3_mean,per_bucket_3_std,per_bucket_3_min,per_bucket_3_max,per_bucket_4_mean,per_bucket_4_std,per_bucket_4_min,per_bucket_4_max,per_bucket_5_mean,per_bucket_5_std,per_bucket_5_min,per_bucket_5_max,per_bucket_6_mean,per_bucket_6_std,per_bucket_6_min,per_bucket_6_max,per_bucket_7_mean,per_bucket_7_std,per_bucket_7_min,per_bucket_7_max,per_bucket_8_mean,per_bucket_8_std,per_bucket_8_min,per_bucket_8_max,per_bucket_9_mean,per_bucket_9_std,per_bucket_9_min,per_bucket_9_max,per_bucket_10_mean,per_bucket_10_std,per_bucket_10_min,per_bucket_10_max,true_bucket_rate_0_mean,true_bucket_rate_0_std,true_bucket_rate_0_min,true_bucket_rate_0_max,true_bucket_rate_1_mean,true_bucket_rate_1_std,true_bucket_rate_1_min,true_bucket_rate_1_max,true_bucket_rate_2_mean,true_bucket_rate_2_std,true_bucket_rate_2_min,true_bucket_rate_2_max,true_bucket_rate_3_mean,true_bucket_rate_3_std,true_bucket_rate_3_min,true_bucket_rate_3_max,true_bucket_rate_4_mean,true_bucket_rate_4_std,true_bucket_rate_4_min,true_bucket_rate_4_max,true_bucket_rate_5_mean,true_bucket_rate_5_std,true_bucket_rate_5_min,true_bucket_rate_5_max,true_bucket_rate_6_mean,true_bucket_rate_6_std,true_bucket_rate_6_min,true_bucket_rate_6_max,true_bucket_rate_7_mean,true_bucket_rate_7_std,true_bucket_rate_7_min,true_bucket_rate_7_max,true_bucket_rate_8_mean,true_bucket_rate_8_std,true_bucket_rate_8_min,true_bucket_rate_8_max,true_bucket_rate_9_mean,true_bucket_rate_9_std,true_bucket_rate_9_min,true_bucket_rate_9_max,true_bucket_rate_10_mean,true_bucket_rate_10_std,true_bucket_rate_10_min,true_bucket_rate_10_max,pred_min_bucket_rate_0_mean,pred_min_bucket_rate_0_std,pred_min_bucket_rate_0_min,pred_min_bucket_rate_0_max,pred_min_bucket_rate_1_mean,pred_min_bucket_rate_1_std,pred_min_bucket_rate_1_min,pred_min_bucket_rate_1_max,pred_min_bucket_rate_2_mean,pred_min_bucket_rate_2_std,pred_min_bucket_rate_2_min,pred_min_bucket_rate_2_max,pred_min_bucket_rate_3_mean,pred_min_bucket_rate_3_std,pred_min_bucket_rate_3_min,pred_min_bucket_rate_3_max,pred_min_bucket_rate_4_mean,pred_min_bucket_rate_4_std,pred_min_bucket_rate_4_min,pred_min_bucket_rate_4_max,pred_min_bucket_rate_5_mean,pred_min_bucket_rate_5_std,pred_min_bucket_rate_5_min,pred_min_bucket_rate_5_max,pred_min_bucket_rate_6_mean,pred_min_bucket_rate_6_std,pred_min_bucket_rate_6_min,pred_min_bucket_rate_6_max,pred_min_bucket_rate_7_mean,pred_min_bucket_rate_7_std,pred_min_bucket_rate_7_min,pred_min_bucket_rate_7_max,pred_min_bucket_rate_8_mean,pred_min_bucket_rate_8_std,pred_min_bucket_rate_8_min,pred_min_bucket_rate_8_max,pred_min_bucket_rate_9_mean,pred_min_bucket_rate_9_std,pred_min_bucket_rate_9_min,pred_min_bucket_rate_9_max,pred_min_bucket_rate_10_mean,pred_min_bucket_rate_10_std,pred_min_bucket_rate_10_min,pred_min_bucket_rate_10_max
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,11,100,-25.7703,78.9654,-289.4665,346.9986,53.732,3.754,42.2215,68.4271,-17.0513,0.4255,-18.7601,-15.6135,-11.0242,0.6809,-13.79,-8.8423,6.2233,0.1378,5.7469,6.7153,-16.5712,0.4329,-18.2344,-15.1172,178.1176,0.4846,177.4056,179.2366,5.5258,0.1443,5.041,6.0791,0.002,0.0014,0.0,0.0088,0.2267,0.0164,0.1643,0.2747,0.2053,0.0137,0.1556,0.2456,0.9162,0.0035,0.9034,0.9287,1.2243,0.019,1.1463,1.2942,0.2543,0.0194,0.1867,0.3124,0.1174,0.0107,0.0778,0.1591,0.104,0.013,0.0625,0.1742,0.0854,0.0142,0.0367,0.1525,0.0746,0.0162,0.0269,0.1326,0.054,0.0169,0.0054,0.1271,0.0565,0.0189,0.0056,0.1408,0.0734,0.0233,0.0069,0.1575,0.078,0.0269,0.0,0.1667,0.0527,0.0249,0.0,0.1507,0.04,0.0085,0.0138,0.0742,0.7234,0.0067,0.6987,0.7467,0.0678,0.0025,0.0596,0.0773,0.0373,0.0018,0.0309,0.0439,0.0242,0.0014,0.0194,0.029,0.0174,0.0011,0.0135,0.0217,0.0129,0.001,0.01,0.0167,0.0103,0.0009,0.007,0.0141,0.0083,0.0008,0.0056,0.0113,0.0069,0.0007,0.0044,0.0094,0.0059,0.0007,0.0036,0.0085,0.0855,0.0035,0.0726,0.0984,0.2575,0.02,0.185,0.316,0.1247,0.0046,0.1093,0.1411,0.1003,0.0028,0.0899,0.1098,0.086,0.0024,0.078,0.0947,0.0719,0.0029,0.0618,0.0831,0.0503,0.0039,0.0371,0.0645,0.0612,0.0038,0.0483,0.0775,0.073,0.0037,0.0615,0.0876,0.0733,0.0041,0.0604,0.0894,0.0531,0.005,0.0382,0.0726,0.0488,0.0053,0.0333,0.0685
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,12,100,-26.0692,75.1917,-294.9915,283.6801,53.6443,3.7785,42.0826,68.7091,-17.0611,0.4207,-18.9729,-15.6831,-11.1125,0.6828,-13.8155,-8.8476,6.2116,0.1389,5.736,6.7645,-16.571,0.4318,-18.3838,-15.082,179.4557,0.2552,179.0638,179.91,5.5257,0.1439,5.0283,6.1328,0.002,0.0014,0.0,0.0078,0.2275,0.0158,0.1729,0.2757,0.2058,0.0132,0.1585,0.2456,0.9162,0.0036,0.9024,0.9279,1.2297,0.0186,1.1688,1.2907,0.255,0.0187,0.1917,0.3119,0.1179,0.0107,0.0811,0.1565,0.1042,0.0132,0.0597,0.1516,0.0859,0.0146,0.0392,0.1416,0.0742,0.0162,0.0231,0.1434,0.0544,0.0167,0.0054,0.128,0.0575,0.019,0.0064,0.1401,0.0737,0.0238,0.0072,0.1667,0.0774,0.0264,0.0088,0.1889,0.0516,0.0246,0.0,0.1884,0.0398,0.0083,0.0104,0.0721,0.7234,0.0067,0.702,0.7504,0.0678,0.0025,0.0594,0.0764,0.0373,0.0018,0.031,0.0436,0.0242,0.0014,0.0196,0.0294,0.0174,0.0012,0.0133,0.0217,0.0129,0.001,0.01,0.0167,0.0103,0.0009,0.0074,0.0139,0.0083,0.0008,0.0057,0.0115,0.0069,0.0007,0.0045,0.0094,0.0059,0.0007,0.0036,0.0088,0.0855,0.0036,0.0736,0.0992,0.2581,0.0191,0.1893,0.3146,0.125,0.0046,0.1088,0.138,0.1005,0.0028,0.0912,0.1101,0.0859,0.0022,0.0765,0.0939,0.0711,0.0029,0.0628,0.0836,0.0505,0.0038,0.038,0.0644,0.0623,0.0037,0.0503,0.0764,0.0731,0.0036,0.0607,0.0852,0.0732,0.004,0.0591,0.088,0.0527,0.005,0.0376,0.0729,0.0477,0.005,0.0325,0.0655
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,13,100,-25.9799,74.1355,-272.1986,243.9196,53.5667,3.8023,41.32,68.4055,-17.0737,0.4182,-18.6178,-15.5877,-11.2325,0.6679,-13.639,-9.3657,6.2056,0.1379,5.7426,6.7743,-16.571,0.4278,-18.1055,-14.9795,180.0533,0.3098,179.5854,180.741,5.5257,0.1426,4.9941,6.0371,0.002,0.0014,0.0,0.0107,0.2278,0.0155,0.1802,0.2922,0.2059,0.0129,0.1636,0.2589,0.9162,0.0035,0.902,0.9285,1.2353,0.0183,1.1684,1.2917,0.2549,0.0183,0.195,0.3322,0.1198,0.0109,0.0795,0.1564,0.105,0.0133,0.0559,0.1468,0.0852,0.0143,0.0412,0.1437,0.0742,0.016,0.026,0.1339,0.054,0.0169,0.0053,0.1237,0.0562,0.0189,0.0,0.1353,0.0729,0.0227,0.0083,0.1484,0.0768,0.0266,0.0,0.2,0.0516,0.0242,0.0,0.1628,0.0392,0.0081,0.0164,0.0733,0.7234,0.0067,0.6981,0.7518,0.0678,0.0025,0.0592,0.0766,0.0373,0.0018,0.0307,0.0443,0.0242,0.0014,0.0191,0.0294,0.0174,0.0011,0.0134,0.0217,0.0129,0.001,0.0097,0.0166,0.0103,0.0009,0.0073,0.0132,0.0083,0.0008,0.0057,0.0111,0.0069,0.0007,0.0046,0.0094,0.0059,0.0007,0.0037,0.0087,0.0855,0.0036,0.0733,0.0999,0.258,0.0189,0.2024,0.3332,0.1267,0.0045,0.1105,0.141,0.1004,0.0027,0.0913,0.1102,0.086,0.0022,0.0786,0.0948,0.0718,0.0029,0.0607,0.0819,0.0501,0.0037,0.0378,0.065,0.0609,0.0036,0.0468,0.0751,0.0727,0.0036,0.0609,0.086,0.0732,0.0039,0.0602,0.0858,0.0522,0.0048,0.0349,0.0668,0.0479,0.005,0.0296,0.0639
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,14,100,-25.7981,73.7611,-305.5252,278.77,53.4869,3.7759,40.5594,69.4492,-17.0529,0.42,-18.5198,-15.5844,-11.0285,0.6212,-13.8862,-9.1166,6.211,0.1332,5.6487,6.6691,-16.5711,0.4322,-18.0117,-15.0322,180.4204,0.1847,179.9189,180.7498,5.5257,0.1441,5.0117,6.0078,0.002,0.0014,0.0,0.0098,0.2306,0.0148,0.1791,0.2884,0.2083,0.0125,0.1674,0.2577,0.9162,0.0035,0.9029,0.9291,1.226,0.0166,1.1723,1.2827,0.2584,0.0176,0.1986,0.3269,0.1196,0.0106,0.081,0.1585,0.1053,0.0128,0.0622,0.1644,0.0865,0.0145,0.0381,0.1429,0.0733,0.0162,0.0191,0.1429,0.0528,0.0163,0.0,0.1243,0.0559,0.0191,0.0057,0.1342,0.0731,0.0234,0.0,0.1926,0.0768,0.0267,0.0,0.2,0.0498,0.0235,0.0,0.1549,0.0385,0.0078,0.0148,0.0716,0.7234,0.0066,0.7009,0.7481,0.0678,0.0025,0.0596,0.0769,0.0373,0.0018,0.031,0.0436,0.0242,0.0014,0.0193,0.0291,0.0174,0.0012,0.0135,0.0226,0.0129,0.001,0.0097,0.0165,0.0103,0.0009,0.0076,0.0132,0.0083,0.0008,0.0059,0.0113,0.0069,0.0007,0.0044,0.0095,0.0059,0.0006,0.0039,0.0083,0.0855,0.0035,0.0727,0.0988,0.2616,0.0182,0.1974,0.3316,0.1264,0.0042,0.1111,0.1411,0.1007,0.0026,0.0924,0.1094,0.0866,0.0023,0.0786,0.0944,0.0706,0.0028,0.0611,0.0805,0.0498,0.0035,0.0382,0.0611,0.0606,0.0035,0.0467,0.0758,0.0729,0.0035,0.0591,0.0855,0.0725,0.0039,0.0586,0.0859,0.0506,0.0045,0.0345,0.0671,0.0478,0.0046,0.031,0.0673
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,15,100,-25.0499,77.8489,-285.8466,273.1904,53.4351,3.7411,42.1185,67.2644,-17.0556,0.4273,-18.5333,-15.3194,-11.0604,0.6194,-13.4334,-9.0705,6.2149,0.1353,5.6515,6.6715,-16.5711,0.4375,-18.0732,-14.7686,179.6855,0.2329,179.2334,180.0504,5.5257,0.1458,4.9258,6.0283,0.002,0.0014,0.0,0.0088,0.2308,0.0147,0.1818,0.275,0.2085,0.0124,0.1661,0.2447,0.9162,0.0035,0.902,0.9281,1.2257,0.017,1.1612,1.2919,0.2588,0.0175,0.2005,0.3095,0.1187,0.0106,0.0833,0.1575,0.1049,0.0131,0.0602,0.1551,0.0866,0.0147,0.0383,0.1572,0.0733,0.0159,0.0263,0.1299,0.0534,0.0166,0.005,0.1167,0.0552,0.0188,0.0,0.1429,0.0743,0.0234,0.0,0.1653,0.0754,0.0257,0.0081,0.1786,0.0495,0.0235,0.0,0.15,0.0388,0.0076,0.0157,0.0667,0.7234,0.0066,0.6951,0.7482,0.0678,0.0025,0.059,0.0764,0.0373,0.0018,0.0314,0.0457,0.0242,0.0014,0.0189,0.0296,0.0174,0.0012,0.0131,0.0221,0.0129,0.001,0.0096,0.0168,0.0103,0.0009,0.0075,0.0135,0.0083,0.0008,0.0055,0.0111,0.0069,0.0007,0.004,0.0103,0.0059,0.0007,0.0036,0.0082,0.0855,0.0036,0.0731,0.1005,0.262,0.0178,0.2046,0.3154,0.126,0.0041,0.1117,0.1396,0.1006,0.0028,0.0907,0.1096,0.0868,0.0022,0.0791,0.0942,0.0713,0.0027,0.0631,0.0822,0.0502,0.0035,0.039,0.0638,0.0599,0.0035,0.0488,0.0715,0.0735,0.0036,0.0612,0.0873,0.0718,0.0036,0.0604,0.083,0.0504,0.0044,0.0374,0.0648,0.0476,0.0046,0.0332,0.063
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,16,100,-26.2084,72.8426,-338.5081,251.2257,53.3366,3.7112,42.1357,67.5669,-17.0475,0.4255,-18.5641,-15.543,-10.9803,0.5947,-13.0422,-8.9124,6.216,0.1315,5.662,6.7307,-16.571,0.435,-18.249,-15.0146,179.2688,0.1243,178.9525,179.5548,5.5257,0.1449,5.0059,6.084,0.002,0.0014,0.0,0.0088,0.2311,0.0138,0.1894,0.2771,0.2089,0.0117,0.1736,0.2473,0.9162,0.0035,0.9033,0.928,1.2193,0.0174,1.1632,1.2708,0.2593,0.0165,0.2082,0.3132,0.1177,0.0104,0.0845,0.1541,0.1049,0.0126,0.0595,0.1508,0.0869,0.0145,0.0352,0.1378,0.0719,0.0159,0.0158,0.1313,0.0538,0.0163,0.0053,0.1257,0.0546,0.0185,0.0,0.1243,0.0728,0.0231,0.0075,0.1603,0.077,0.0263,0.0093,0.1901,0.0507,0.0239,0.0,0.1867,0.0393,0.0076,0.0178,0.0705,0.7234,0.0065,0.6996,0.746,0.0678,0.0025,0.0589,0.0779,0.0373,0.0017,0.0312,0.0437,0.0242,0.0014,0.0193,0.0294,0.0174,0.0012,0.0135,0.0223,0.0129,0.001,0.0098,0.0167,0.0103,0.0009,0.0073,0.0139,0.0083,0.0008,0.0057,0.0111,0.0069,0.0007,0.0047,0.0099,0.0059,0.0007,0.0038,0.0084,0.0855,0.0035,0.0736,0.0984,0.2627,0.0168,0.2062,0.318,0.1254,0.0039,0.112,0.1376,0.1012,0.0026,0.0917,0.1117,0.0866,0.0022,0.0793,0.0944,0.0702,0.0025,0.0609,0.0795,0.0507,0.0033,0.0411,0.0628,0.0598,0.0033,0.048,0.0715,0.0732,0.0033,0.0616,0.0858,0.0717,0.0036,0.0609,0.0844,0.0511,0.0042,0.0368,0.066,0.0474,0.0044,0.0352,0.0633
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,17,100,-26.0422,71.0247,-273.3964,255.7973,53.2631,3.7202,42.3138,69.0306,-17.0416,0.4258,-18.518,-15.233,-10.9285,0.5845,-12.9314,-8.975,6.2235,0.1314,5.7381,6.6387,-16.5711,0.4389,-18.0967,-14.7217,179.2968,0.0945,179.0538,179.5571,5.5257,0.1463,4.9102,6.0342,0.002,0.0014,0.0,0.0078,0.2306,0.0144,0.1825,0.2712,0.2085,0.0121,0.1663,0.246,0.9162,0.0035,0.9019,0.929,1.2184,0.0159,1.1679,1.2724,0.2587,0.0171,0.2001,0.308,0.1177,0.0106,0.0785,0.1539,0.1043,0.013,0.0612,0.1526,0.0875,0.0145,0.041,0.1561,0.0723,0.0159,0.0234,0.1336,0.0537,0.0164,0.0052,0.1244,0.0561,0.019,0.0054,0.1509,0.0721,0.0229,0.0074,0.1773,0.0754,0.0262,0.0,0.1868,0.0505,0.0232,0.0,0.1429,0.0395,0.0078,0.0182,0.0747,0.7234,0.0066,0.6999,0.7452,0.0678,0.0025,0.0583,0.077,0.0373,0.0018,0.0305,0.0442,0.0242,0.0014,0.0198,0.0296,0.0174,0.0012,0.0134,0.022,0.0129,0.001,0.0094,0.0165,0.0103,0.0009,0.007,0.0135,0.0083,0.0008,0.0055,0.011,0.0069,0.0007,0.0045,0.0099,0.0059,0.0007,0.0037,0.0083,0.0855,0.0035,0.0726,0.0997,0.2624,0.0178,0.2031,0.3102,0.1256,0.0039,0.1121,0.1395,0.1004,0.0026,0.0914,0.1096,0.0874,0.0024,0.0799,0.0971,0.0706,0.0026,0.0622,0.081,0.0509,0.0035,0.0404,0.0652,0.061,0.0034,0.048,0.0739,0.0718,0.0034,0.0588,0.0848,0.0717,0.0037,0.0592,0.0857,0.0507,0.0043,0.0389,0.0644,0.0475,0.0045,0.0343,0.0641
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,18,100,-26.9054,70.3605,-268.8815,238.7735,53.215,3.6421,41.2364,67.2382,-17.0351,0.4224,-18.5474,-15.5447,-10.8648,0.5734,-13.038,-8.6782,6.2238,0.131,5.7409,6.748,-16.571,0.4339,-18.0938,-15.0469,179.4208,0.1381,179.1118,179.7024,5.5257,0.1447,5.0215,6.0342,0.002,0.0014,0.0,0.0088,0.2315,0.014,0.1771,0.2768,0.2095,0.0118,0.1635,0.2482,0.9162,0.0035,0.9012,0.9285,1.2138,0.0168,1.1507,1.2741,0.2601,0.0166,0.1966,0.3137,0.1176,0.0106,0.0789,0.1536,0.1039,0.0132,0.0598,0.1537,0.086,0.0144,0.0364,0.1441,0.073,0.016,0.026,0.1265,0.053,0.0161,0.0095,0.1182,0.0575,0.019,0.0,0.1389,0.0714,0.0225,0.0075,0.1638,0.0765,0.0263,0.0,0.1837,0.0491,0.0235,0.0,0.1688,0.0398,0.0076,0.0163,0.0695,0.7234,0.0066,0.6996,0.7444,0.0678,0.0024,0.0565,0.0767,0.0373,0.0018,0.0298,0.0432,0.0242,0.0014,0.0199,0.0295,0.0174,0.0012,0.0132,0.0226,0.0129,0.001,0.0098,0.0165,0.0103,0.0009,0.0074,0.0135,0.0083,0.0008,0.0055,0.0115,0.0069,0.0007,0.0047,0.0098,0.0059,0.0007,0.0035,0.0081,0.0855,0.0035,0.0729,0.1003,0.2636,0.017,0.1977,0.3153,0.1252,0.004,0.1105,0.138,0.1006,0.0027,0.0918,0.1099,0.0863,0.0024,0.0771,0.0942,0.0708,0.0029,0.0613,0.0814,0.0503,0.0034,0.0397,0.0626,0.0613,0.0033,0.0508,0.0737,0.0716,0.0034,0.0603,0.0856,0.0724,0.0035,0.0613,0.0897,0.0503,0.0042,0.0367,0.0665,0.0476,0.0045,0.0331,0.0646
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,19,100,-26.1722,69.6491,-282.8334,228.3729,53.1877,3.7771,41.9545,68.1728,-17.0393,0.4286,-18.5464,-15.5428,-10.9041,0.5866,-12.9661,-8.9761,6.221,0.1314,5.7822,6.6956,-16.571,0.4384,-18.0645,-15.0557,179.0639,0.1485,178.7332,179.3472,5.5257,0.1461,5.0234,6.0234,0.002,0.0014,0.0,0.0078,0.2318,0.0143,0.17,0.2852,0.2094,0.012,0.1574,0.2544,0.9162,0.0035,0.9044,0.9279,1.215,0.0162,1.1586,1.2683,0.2599,0.017,0.1876,0.325,0.1186,0.0102,0.0783,0.1565,0.1048,0.013,0.05,0.152,0.0868,0.0143,0.0432,0.1403,0.0727,0.0157,0.0206,0.1389,0.053,0.0162,0.0055,0.1176,0.055,0.019,0.0,0.1364,0.0716,0.0234,0.0,0.1875,0.0765,0.0264,0.0,0.1818,0.0497,0.0238,0.0,0.1757,0.0404,0.0077,0.0169,0.0753,0.7234,0.0067,0.6988,0.749,0.0678,0.0025,0.0592,0.0771,0.0373,0.0018,0.0316,0.0446,0.0242,0.0014,0.0198,0.0296,0.0174,0.0012,0.0131,0.0233,0.0129,0.001,0.0097,0.0167,0.0103,0.0009,0.0075,0.0133,0.0083,0.0008,0.0057,0.0109,0.0069,0.0007,0.0044,0.0092,0.0059,0.0007,0.0036,0.0089,0.0855,0.0036,0.0731,0.0981,0.2635,0.0175,0.191,0.3247,0.1261,0.0038,0.1118,0.1385,0.1006,0.0025,0.0908,0.1104,0.0868,0.0023,0.0799,0.096,0.0705,0.0026,0.0607,0.0796,0.05,0.0034,0.04,0.065,0.0601,0.0033,0.049,0.0718,0.0717,0.0033,0.0594,0.0843,0.0717,0.0036,0.0604,0.0876,0.0504,0.0042,0.0367,0.0664,0.0486,0.0046,0.0341,0.0659
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,20,100,-27.0669,65.9722,-258.2346,201.6749,53.1023,3.6677,40.9761,66.5384,-17.0317,0.4126,-18.5884,-15.65,-10.8326,0.5413,-12.6859,-9.0238,6.2269,0.1281,5.7417,6.6659,-16.5711,0.4248,-18.2197,-15.1641,178.5494,0.1427,178.281,178.9382,5.5257,0.1416,5.0566,6.0742,0.002,0.0014,0.0,0.0088,0.2327,0.0129,0.1831,0.2725,0.2102,0.0109,0.1684,0.2435,0.9162,0.0035,0.9036,0.929,1.2102,0.0155,1.1519,1.2673,0.2612,0.0154,0.2043,0.309,0.1176,0.0102,0.0819,0.1619,0.104,0.0128,0.0633,0.1446,0.0871,0.0143,0.0354,0.1417,0.0732,0.0161,0.0268,0.1358,0.0534,0.0157,0.0097,0.1105,0.0556,0.0184,0.0,0.1233,0.0722,0.0232,0.0067,0.175,0.0752,0.0262,0.0092,0.1869,0.0491,0.0235,0.0,0.1837,0.0393,0.0073,0.018,0.069,0.7234,0.0066,0.701,0.7452,0.0678,0.0024,0.059,0.0761,0.0373,0.0017,0.0309,0.0426,0.0242,0.0014,0.0197,0.0291,0.0174,0.0012,0.0124,0.0215,0.0129,0.001,0.0097,0.0164,0.0103,0.0009,0.0072,0.013,0.0083,0.0008,0.0056,0.0113,0.0069,0.0007,0.0046,0.0101,0.0059,0.0007,0.0036,0.0085,0.0855,0.0036,0.0727,0.0988,0.265,0.0159,0.2062,0.3138,0.1251,0.0036,0.1109,0.137,0.1,0.0025,0.0919,0.1094,0.0865,0.0023,0.0788,0.0958,0.0711,0.0026,0.0618,0.0816,0.0504,0.0033,0.0411,0.064,0.0609,0.0031,0.0516,0.0724,0.0722,0.0034,0.06,0.0859,0.0713,0.0034,0.0598,0.0841,0.0501,0.0039,0.039,0.0656,0.0473,0.004,0.0346,0.0622
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,21,100,-26.4234,66.0983,-256.2152,189.4222,53.0397,3.7352,39.2499,66.9884,-17.0422,0.4164,-18.5364,-15.6797,-10.9268,0.5835,-13.1034,-8.8325,6.2141,0.1306,5.7079,6.6819,-16.5709,0.427,-18.1816,-15.167,178.5486,0.1046,178.1629,178.7546,5.5257,0.1423,5.0566,6.0605,0.002,0.0014,0.0,0.0078,0.2345,0.0138,0.1869,0.2819,0.2119,0.0116,0.1728,0.2504,0.9162,0.0034,0.9019,0.9285,1.2083,0.0157,1.1501,1.2583,0.2635,0.0163,0.2104,0.3208,0.1175,0.0104,0.0813,0.1574,0.1043,0.0128,0.0662,0.1591,0.0869,0.0144,0.0447,0.1392,0.0718,0.0156,0.0267,0.1395,0.0531,0.0164,0.0093,0.1163,0.0555,0.0188,0.0062,0.1452,0.0724,0.0235,0.0082,0.1619,0.0747,0.0263,0.0089,0.1827,0.0487,0.0237,0.0,0.1486,0.0397,0.0074,0.0147,0.0711,0.7234,0.0065,0.6958,0.7493,0.0678,0.0025,0.0585,0.0766,0.0373,0.0018,0.0315,0.0431,0.0242,0.0014,0.0197,0.0292,0.0174,0.0012,0.0135,0.0224,0.0129,0.001,0.0098,0.0166,0.0103,0.0009,0.007,0.0131,0.0083,0.0008,0.0054,0.0115,0.0069,0.0007,0.0045,0.0094,0.0059,0.0006,0.0038,0.0083,0.0855,0.0035,0.0736,0.1,0.2671,0.0169,0.2118,0.3208,0.1246,0.0038,0.1104,0.1376,0.0998,0.0027,0.0902,0.1084,0.0862,0.0022,0.0768,0.0952,0.0704,0.0026,0.0614,0.0797,0.0501,0.0033,0.0382,0.0612,0.0606,0.0033,0.0493,0.074,0.0723,0.0035,0.0602,0.0865,0.0714,0.0036,0.0613,0.0855,0.05,0.0041,0.0351,0.0653,0.0475,0.0043,0.0339,0.0656
