group_key,epoch,reward_mean,macro_bucket_acc,weighted_bucket_acc,alignment_l1,min_alpha_bucket_acc,strict_min_alpha_bucket_acc,target_in_topk_rate,alpha_gap_mean,top_true_bucket,top_pred_bucket,top_acc_bucket
UNKNOWN,38,-11.669432640075684,0.08762044256383722,0.23541346933976287,0.9248493784107268,0.26973479986190796,0.23541072010993958,0.9161659479141235,0.8970741033554077,0,0,0
UNKNOWN,39,-11.667845726013184,0.08781420812010765,0.23500666374390894,0.925977754406631,0.2692231237888336,0.23500216007232666,0.9161669015884399,0.8975529074668884,0,0,0
UNKNOWN,40,-11.66746997833252,0.08788792077790607,0.23487979498022257,0.9261707938276231,0.2691348195075989,0.23487482964992523,0.9161672592163086,0.8974820971488953,0,0,0
UNKNOWN,41,-11.661901473999023,0.08782953870567409,0.23528646513911702,0.9244150626473129,0.2695135772228241,0.23528553545475006,0.9161673188209534,0.8949496150016785,0,0,0
UNKNOWN,42,-11.66481876373291,0.0878413925794038,0.23513041048688096,0.9252834934741259,0.2693069577217102,0.23513107001781464,0.9161655902862549,0.8942413330078125,0,0,0
UNKNOWN,43,-11.660953521728516,0.08795360814441334,0.23366317798996017,0.9291589446365833,0.2677173316478729,0.23366062343120575,0.9161663055419922,0.8953471183776855,0,0,0
UNKNOWN,44,-11.663496017456055,0.08794241669503125,0.2344245660596733,0.9272568179294467,0.2686139941215515,0.23442357778549194,0.916165828704834,0.8925453424453735,0,0,0
UNKNOWN,45,-11.658163070678711,0.08787031133066524,0.2342727516492493,0.9269852582365274,0.26848578453063965,0.23427042365074158,0.916167676448822,0.8909125924110413,0,0,0
UNKNOWN,46,-11.659859657287598,0.08803767880255525,0.23386256186160076,0.9290857561863959,0.2678815424442291,0.2338598072528839,0.9161675572395325,0.8898127675056458,0,0,0
UNKNOWN,47,-11.66121768951416,0.08796790276061404,0.234964704880896,0.9271447546780109,0.26919472217559814,0.23496297001838684,0.9161660671234131,0.8869522213935852,0,0,0
UNKNOWN,48,-11.65649127960205,0.08791324056007645,0.23344024237996205,0.9300568611361086,0.2673588991165161,0.23343795537948608,0.9161661863327026,0.8877832889556885,0,0,0
UNKNOWN,49,-11.658896446228027,0.08781944689425555,0.23391974954513636,0.9286338300444186,0.2680042088031769,0.23391494154930115,0.9161673784255981,0.8865325450897217,0,0,0
UNKNOWN,50,-11.659728050231934,0.08787979558110237,0.2342548104004561,0.927775050047785,0.26840731501579285,0.23425449430942535,0.9161671996116638,0.8864291310310364,0,0,0
UNKNOWN,51,-11.65821361541748,0.08784071423790672,0.2348209940554496,0.9256738005205989,0.2690177857875824,0.23481899499893188,0.9161657691001892,0.8867781758308411,0,0,0
UNKNOWN,52,-11.662501335144043,0.08787088333205743,0.23503714645601734,0.9261727221310139,0.2694655954837799,0.23503461480140686,0.9161671996116638,0.8868938088417053,0,0,0
UNKNOWN,53,-11.659065246582031,0.08780949969183315,0.23447162684935194,0.9276363174431026,0.2685537040233612,0.23446929454803467,0.9161680936813354,0.8840367794036865,0,0,0
UNKNOWN,54,-11.661396980285645,0.08795679360628128,0.23480211200421855,0.9267376251518726,0.26898452639579773,0.2348002940416336,0.9161657691001892,0.8831580281257629,0,0,0
UNKNOWN,55,-11.660330772399902,0.08771789920600978,0.23437630136699816,0.9263779995962977,0.268532395362854,0.23437224328517914,0.9161668419837952,0.8803154826164246,0,0,0
UNKNOWN,56,-11.656793594360352,0.08788290823047812,0.23469437437043703,0.9262174912728369,0.26871857047080994,0.23469409346580505,0.9161656498908997,0.8788228631019592,0,0,0
UNKNOWN,57,-11.65725326538086,0.0877932882444425,0.23471773278067293,0.926251357421279,0.26884210109710693,0.23471608757972717,0.9161660075187683,0.8781718611717224,0,0,0
UNKNOWN,58,-11.656476974487305,0.0880137753080238,0.23574439150226206,0.9238386861979961,0.2697816491127014,0.23574157059192657,0.9161667227745056,0.8738530874252319,0,0,0
UNKNOWN,59,-11.658742904663086,0.08784292841499503,0.23519385152221353,0.9240086833015084,0.26930832862854004,0.23518836498260498,0.9161672592163086,0.8754104375839233,0,0,0
UNKNOWN,60,-11.66301155090332,0.08790278367020866,0.23566023024241536,0.9248413969762623,0.2698867917060852,0.23565752804279327,0.9161670207977295,0.8751617670059204,0,0,0
UNKNOWN,61,-11.657377243041992,0.088007353246212,0.2353275669334377,0.9252373278141022,0.2693914473056793,0.23532603681087494,0.9161662459373474,0.8739359378814697,0,0,0
UNKNOWN,62,-11.66042709350586,0.08804262056946754,0.23567002521965807,0.9250399488955736,0.26975902915000916,0.23566657304763794,0.9161667823791504,0.8743813633918762,0,0,0
UNKNOWN,63,-11.66106128692627,0.08808508921753276,0.23555987151365582,0.9254039563238621,0.269553542137146,0.2355560064315796,0.9161660075187683,0.872852623462677,0,0,0
UNKNOWN,64,-11.660314559936523,0.08804109489375894,0.23548059766061005,0.9245811263099313,0.2693786025047302,0.23547448217868805,0.9161673188209534,0.8723389506340027,0,0,0
UNKNOWN,65,-11.66071891784668,0.08815592967651108,0.23548172810161114,0.9251964674331248,0.26946231722831726,0.23547816276550293,0.9161674976348877,0.8722333312034607,0,0,0
UNKNOWN,66,-11.663541793823242,0.08801311119036241,0.23566098819498596,0.9244467141106725,0.2696513831615448,0.23565684258937836,0.9161661267280579,0.8690128326416016,0,0,0
UNKNOWN,67,-11.662247657775879,0.08800805834206668,0.23508523698805034,0.9256370086222887,0.2690552771091461,0.2350812554359436,0.9161664843559265,0.871475100517273,0,0,0
UNKNOWN,68,-11.662964820861816,0.08779947866093028,0.23508252779298539,0.9242028733715415,0.26901355385780334,0.23508113622665405,0.9161673784255981,0.8714444637298584,0,0,0
UNKNOWN,69,-11.661478996276855,0.08786239949139682,0.23536095123475453,0.9239857355132699,0.269256055355072,0.23535367846488953,0.9161662459373474,0.8688567876815796,0,0,0
UNKNOWN,70,-11.659717559814453,0.08776441622864116,0.2350766176357065,0.9251314466819167,0.2689926028251648,0.23507049679756165,0.9161674380302429,0.8676053881645203,0,0,0
UNKNOWN,71,-11.659111976623535,0.08801988342946226,0.23560985166281445,0.9235103679820895,0.26941168308258057,0.2356080859899521,0.9161666631698608,0.8648138642311096,0,0,0
UNKNOWN,72,-11.660316467285156,0.08793647451834245,0.23564920342069912,0.9231296768411994,0.26943138241767883,0.23564603924751282,0.9161685705184937,0.8636330366134644,0,0,0
UNKNOWN,73,-11.661242485046387,0.08798066594383934,0.23617082459159938,0.9214231763035059,0.26994815468788147,0.23616868257522583,0.9161657094955444,0.8634054660797119,0,0,0
UNKNOWN,74,-11.662236213684082,0.08789669078859416,0.23636633326457188,0.9217180167324841,0.270353227853775,0.23636235296726227,0.9161674976348877,0.863244354724884,0,0,0
UNKNOWN,75,-11.65908432006836,0.08802086859941483,0.23602821278818514,0.9217158728279173,0.26976466178894043,0.23602470755577087,0.9161649942398071,0.8621530532836914,0,0,0
UNKNOWN,76,-11.659602165222168,0.08793102475729855,0.23626567482183725,0.9207966672256589,0.26997146010398865,0.23626349866390228,0.9161652326583862,0.8618965148925781,0,0,0
UNKNOWN,77,-11.659992218017578,0.08794970708814534,0.23552742733901902,0.9230068260803819,0.2692653238773346,0.2355261743068695,0.9161672592163086,0.860867977142334,0,0,0
UNKNOWN,78,-11.65733814239502,0.08786386861042543,0.23569916919421868,0.9231534618884325,0.26936307549476624,0.23569469153881073,0.9161648154258728,0.8584356307983398,0,0,0
UNKNOWN,79,-11.657122611999512,0.0879759703847495,0.23623488011504604,0.9217587630264461,0.2699443995952606,0.23623178899288177,0.9161660075187683,0.8558293581008911,0,0,0
UNKNOWN,80,-11.658943176269531,0.0879561413418163,0.23598428608469824,0.9217442627996206,0.26956838369369507,0.23597928881645203,0.9161666035652161,0.8562614917755127,0,0,0
UNKNOWN,81,-11.658475875854492,0.08793750676241788,0.23587674282354942,0.9218141734600067,0.2693544626235962,0.2358725219964981,0.9161660075187683,0.8553612232208252,0,0,0
UNKNOWN,82,-11.65931510925293,0.08782746270298958,0.23629975896424635,0.9211543346755207,0.26978349685668945,0.23629803955554962,0.9161675572395325,0.8544195890426636,0,0,0
UNKNOWN,83,-11.658381462097168,0.08801422572948715,0.2361986757509886,0.9213782167062163,0.2696681618690491,0.23619472980499268,0.9161683320999146,0.8554367423057556,0,0,0
UNKNOWN,84,-11.662703514099121,0.08784771067174998,0.2362290646300865,0.921923978254199,0.2698252499103546,0.23622602224349976,0.916165292263031,0.8574886918067932,0,0,0
UNKNOWN,85,-11.660240173339844,0.0880509465932846,0.23607785296976955,0.9221824207343161,0.26945146918296814,0.23607225716114044,0.9161666035652161,0.8577867746353149,0,0,0
UNKNOWN,86,-11.661205291748047,0.0879836692051454,0.23578316113148684,0.92280617589131,0.2690795361995697,0.23577964305877686,0.9161667227745056,0.8578696250915527,0,0,0
UNKNOWN,87,-11.662094116210938,0.08817124976353212,0.23614838884948358,0.9223233172670007,0.269479364156723,0.23614634573459625,0.9161660671234131,0.856395959854126,0,0,0
UNKNOWN,88,-11.661538124084473,0.08807067336006598,0.23643940248720266,0.9214452048763633,0.26997053623199463,0.23643536865711212,0.9161671996116638,0.8573556542396545,0,0,0
UNKNOWN,89,-11.662126541137695,0.08803511749614369,0.23647718525411643,0.920520153362304,0.26998186111450195,0.2364753931760788,0.916167140007019,0.856099009513855,0,0,0
UNKNOWN,90,-11.66031265258789,0.08809328214688734,0.236032275321556,0.9207681016996503,0.2694273293018341,0.2360265552997589,0.9161667227745056,0.856476902961731,0,0,0
UNKNOWN,91,-11.663283348083496,0.08808661421591585,0.23654436712217944,0.921269797720015,0.2699262201786041,0.23654018342494965,0.9161665439605713,0.854837954044342,0,0,0
UNKNOWN,92,-11.662243843078613,0.08785670352253047,0.23685587556002843,0.9192219479009509,0.27030640840530396,0.23685094714164734,0.9161669015884399,0.8525928258895874,0,0,0
UNKNOWN,93,-11.660767555236816,0.0881226435303688,0.23614223151284575,0.9209689684212208,0.269418865442276,0.2361372411251068,0.9161670207977295,0.8534890413284302,0,0,0
UNKNOWN,94,-11.662050247192383,0.08807682957161557,0.23626693286437692,0.9214875912293792,0.26954108476638794,0.23626449704170227,0.9161654114723206,0.8538588881492615,0,0,0
UNKNOWN,95,-11.6620512008667,0.08799173818393187,0.23659517716448106,0.9196889880113304,0.26998040080070496,0.23659057915210724,0.9161666631698608,0.8533018231391907,0,0,0
