group_key,epochs,reward_mean,reward_std,macro_bucket_acc_mean,macro_bucket_acc_std,weighted_bucket_acc_mean,weighted_bucket_acc_std,alignment_l1_mean,alignment_l1_std,min_alpha_bucket_acc_mean,strict_min_alpha_bucket_acc_mean,target_in_topk_rate_mean,alpha_gap_mean,best_reward,best_reward_epoch,best_macro_bucket_acc,best_macro_bucket_acc_epoch,best_alignment_l1,best_alignment_epoch,final_epoch,final_reward,final_macro_bucket_acc,final_weighted_bucket_acc,final_alignment_l1,final_min_alpha_bucket_acc,final_strict_min_alpha_bucket_acc,final_target_in_topk_rate,final_alpha_gap_mean,final_top_true_bucket,final_top_pred_bucket,final_top_acc_bucket,mode_top_true_bucket,mode_top_pred_bucket,mode_top_acc_bucket,top_acc_bucket_mean,top_true_bucket_mean,top_pred_bucket_mean,top_acc_bucket_mean_value,top_true_bucket_mean_value,top_pred_bucket_mean_value,macro_bucket_acc_over_buckets,true_rate_l1_gap_over_buckets
UNKNOWN,95,-11.718837828385203,0.09806454292816459,0.0880271634309771,0.00037932144258902826,0.2290213569884637,0.012543588944895672,0.9433905363524039,0.03771000099803664,0.2624921136780789,0.2290180294137252,0.9161667447341116,0.9292371235395732,-11.656476974487305,58,0.08928079835393211,7,0.9192219479009509,92,95,-11.6620512008667,0.08799173818393187,0.23659517716448106,0.9196889880113304,0.26998040080070496,0.23659057915210724,0.9161666631698608,0.8533018231391907,0,0,0,0,0,0,0,0,0,0.28561451058638726,0.723373848513553,0.2940539959229921,0.0880271634309771,0.9433905363524039
