group_key,bucket_id,epochs,acc_mean,acc_std,acc_min,acc_max,acc_last,acc_best,acc_best_epoch,acc_within_epoch_std_mean,acc_trend_slope,true_rate_mean,true_rate_std,true_rate_min,true_rate_max,true_rate_last,true_rate_within_epoch_std_mean,true_rate_trend_slope,pred_rate_mean,pred_rate_std,pred_rate_min,pred_rate_max,pred_rate_last,pred_rate_within_epoch_std_mean,pred_rate_trend_slope,gap_mean,gap_abs_mean,gap_last,gap_trend_slope
UNKNOWN,0,95,0.28561451058638726,0.018583563275818386,0.20906592905521393,0.2973167598247528,0.29685476422309875,0.2973167598247528,92,0.014070624681679826,0.0005004976829148887,0.723373848513553,1.6500471770901358e-06,0.7233698964118958,0.7233780026435852,0.7233736515045166,0.006578883097360009,-4.435306433734275e-09,0.2940539959229921,0.019247370923072132,0.21664364635944366,0.305691123008728,0.3052652180194855,0.01456553613472926,0.0005087307375863044,-0.42931985259056094,0.42931985259056094,-0.41810843348503113,0.0005087351728927382
UNKNOWN,1,95,0.1551748735340018,0.01015601266481838,0.14705419540405273,0.1905420571565628,0.147898331284523,0.1905420571565628,3,0.012467911035606736,-0.00027927743857111137,0.06783881556046636,5.805115649483263e-07,0.06783750653266907,0.06784038990736008,0.06783793121576309,0.0024773977525336176,2.0451551722519076e-09,0.1543666660785675,0.008706571735519303,0.14660429954528809,0.18063414096832275,0.14712075889110565,0.005143088266547574,-0.00025687456831819934,0.08652785051810113,0.08652785051810113,0.07928282767534256,-0.0002568766134733716
UNKNOWN,2,95,0.09347912535855644,0.004474678264030635,0.09002919495105743,0.10708654671907425,0.09035808593034744,0.10708654671907425,1,0.0122130925129903,-0.00012172584808853946,0.03727415690296575,4.553338472214085e-07,0.0372730977833271,0.03727533668279648,0.03727465495467186,0.0017689528458408618,-9.69545388008152e-10,0.09102292884337275,0.003477358988000533,0.08751565217971802,0.1015104278922081,0.08833969384431839,0.002407029962265178,-0.00010165198438061445,0.053748771940407,0.053748771940407,0.05106503888964653,-0.00010165101483522644
UNKNOWN,3,95,0.07562229217667328,0.0014819552146828616,0.07409042119979858,0.08109111338853836,0.0746682807803154,0.08109111338853836,1,0.013780895904882958,-4.2397261483538456e-05,0.024211022336232034,3.939545515033377e-07,0.024210060015320778,0.024212157353758812,0.024211278185248375,0.0013988070667868382,-2.1160733526257626e-10,0.07466332379140352,0.0013404022055062536,0.07311203330755234,0.08063966035842896,0.07330265641212463,0.0024526219765998816,-3.854794217083782e-05,0.05045230145517148,0.05045230145517148,0.04909137822687626,-3.8547730563502565e-05
UNKNOWN,4,95,0.07356982740916704,0.002371182462269373,0.07105332612991333,0.08287885040044785,0.07350216805934906,0.08287885040044785,1,0.016132631760678792,-4.87957532493625e-05,0.017422848841861675,3.032881934189984e-07,0.01742207631468773,0.017423635348677635,0.017422588542103767,0.0011682883419684674,-1.8204853339131175e-09,0.07234078622178028,0.001776505167606484,0.07013260573148727,0.07871773838996887,0.07227791845798492,0.0025986527975060437,-3.984163453737806e-05,0.054917937379918604,0.054917937379918604,0.05485532991588116,-3.9839814052044146e-05
UNKNOWN,5,95,0.05175791551408015,0.0018407512661446652,0.05004795640707016,0.06351640075445175,0.050948332995176315,0.06351640075445175,1,0.01602602015788618,-3.912725703830415e-05,0.012949342672762118,2.7336278520931306e-07,0.012948711402714252,0.012949987314641476,0.012949531897902489,0.0009961243994583032,1.1502042379384612e-10,0.05981088025789512,0.0018411595151939402,0.05814153328537941,0.07068517059087753,0.05916714668273926,0.002830527347855662,-3.909618700129655e-05,0.046861537585133,0.046861537585133,0.04621761478483677,-3.909630202172034e-05
UNKNOWN,6,95,0.06029039256666836,0.0015446141782765141,0.05786636099219322,0.06774290651082993,0.059682123363018036,0.06774290651082993,2,0.019272659562136,-1.729246868239872e-05,0.010276992677858001,2.3536943420636214e-07,0.010276351124048233,0.01027765404433012,0.01027688942849636,0.0008781672014217627,-1.7773868956197416e-10,0.061758420185038916,0.0015718586657585331,0.060217808932065964,0.07190625369548798,0.06117535009980202,0.003053008426765078,-1.8672712620719016e-05,0.05148142750718092,0.05148142750718092,0.050898460671305656,-1.8672534882029453e-05
UNKNOWN,7,95,0.05529119646862934,0.00120574635786024,0.053693585097789764,0.06165466085076332,0.05509411543607712,0.06165466085076332,1,0.020609136631614282,-1.2417428491664227e-05,0.008332220974721407,2.0352906955669187e-07,0.008331840857863426,0.00833277590572834,0.00833209604024887,0.0007849001472717837,2.31670401364665e-10,0.056151401918185385,0.001311457110775928,0.054794251918792725,0.06463668495416641,0.05613027513027191,0.003185796357789322,-1.4064126686596656e-05,0.047819180943463976,0.047819180943463976,0.04779817909002304,-1.4064358356998021e-05
UNKNOWN,8,95,0.04305699699019131,0.0007653934981400628,0.04146789014339447,0.04568653181195259,0.042992375791072845,0.04568653181195259,1,0.020302408855212364,-1.1266607578430839e-06,0.006880707970183146,1.9623569019127036e-07,0.006880361586809158,0.0068811834789812565,0.006881098262965679,0.0007087382500206953,2.2736186117834902e-10,0.0512353845724934,0.0011853984647808272,0.049848057329654694,0.06081316992640495,0.05171732231974602,0.00339962026153348,-6.642280937008735e-06,0.04435467660231025,0.04435467660231025,0.04483622405678034,-6.642508298869914e-06
UNKNOWN,9,95,0.03921603152626439,0.0006429811400022443,0.03775136545300484,0.04242910444736481,0.03958706557750702,0.04242910444736481,7,0.02097763374055687,-5.872408501712098e-06,0.00589844441825622,1.8570058866600024e-07,0.005898107774555683,0.005898986477404833,0.005898477043956518,0.0006534597511697364,1.066073635540911e-09,0.04143002511639344,0.0005905028871778628,0.039644014090299606,0.044846609234809875,0.0416979044675827,0.0034476094707650575,6.05743789309083e-06,0.03553158069813722,0.03553158069813722,0.035799427423626184,6.056371819455289e-06
UNKNOWN,10,95,0.0352256356101287,0.0008585246644874633,0.03246388956904411,0.03897537291049957,0.03632347658276558,0.03897537291049957,1,0.006609117053449154,1.3649966651187898e-05,0.08554160328287827,8.775026251636879e-07,0.08553912490606308,0.08554380387067795,0.08554179221391678,0.003526940098718593,3.912702019243999e-09,0.043166184150858926,0.0010703345334459212,0.04185659810900688,0.05209201201796532,0.043805718421936035,0.0035146428664263926,6.032085582230152e-07,-0.042375419132019344,0.042375419132019344,-0.04173607379198074,5.992958562037716e-07
